time,sample,cost,cp1x,cp1y,cp1z,cp2x,cp2y,cp2z,cp3x,cp3y,cp3z,cp4x,cp4y,cp4z
2.9,1,0.5844382585852153,12.315,13.13,1.3,13.810558274016234,13.44068010513717,1.5551843850076728,14.816880792119953,14.754930151306969,0.7206974553577878,17.354909826647102,14.628725159248019,1.0031476083468098
2.9,2,0.7333267883872843,12.315,13.13,1.3,13.981133618482838,13.288437881131527,1.3218628602988627,14.31709971519818,15.222252552783624,1.0348951465461693,17.191421631781797,14.802381954338822,1.2423005901026842
2.9,3,1.093562156269907,12.315,13.13,1.3,13.939331630744793,13.35974824989873,1.0070553050579796,14.119386772647202,15.397156408050138,1.1566402683790922,17.005908200099682,15.017658746222544,1.2115329429231587
3.0,1,23.479675916773257,12.76,13.28,1.3,14.230023838684641,13.750816205600508,1.1283506681263669,15.540521898917394,14.841844412537187,1.161823370098727,18.22604491628185,14.408967789193612,1.5673652923481414
3.0,2,23.49893149096432,12.76,13.28,1.3,13.744071427276733,14.240440064773082,1.0779922836092706,15.752055751943065,14.598000980618492,1.3817043669101112,17.974826437394977,14.75766487906396,1.175007175624693
3.0,3,23.51084031247298,12.76,13.28,1.3,14.350861380931047,13.600504826009107,1.389512901345297,15.35889455763378,15.021470568904345,1.2640331937996725,18.116062511075516,14.588134161446726,1.1217489837021468
3.1,1,0.6097545960779596,13.16,13.485,1.3,14.101751819108852,14.604702875800967,1.4155032821689504,16.541147028557287,14.662416465216152,0.9808788815183049,18.850252240003087,14.485031817043636,1.5587956079911147
3.1,2,0.6725796250750022,13.16,13.485,1.3,14.52,14.2,1.3,16.405,14.79,1.3,18.56,14.88,1.3
3.1,3,0.6725796250750022,13.16,13.485,1.3,14.52,14.2,1.3,16.405,14.79,1.3,18.56,14.88,1.3
3.2,1,0.4729085646110299,13.56,13.72,1.3,14.870563764110898,14.653384350817703,1.382745603761876,17.44273359568271,14.522994571725732,1.0161069725510448,19.671185476448517,14.252155629527943,1.3712209387538614
3.2,2,0.6072315291351833,13.56,13.72,1.3,15.128482505561717,14.39738910183394,1.2694601723986674,16.886943722708725,15.081979133956004,1.8878127844106063,19.546896794850927,14.411808996253184,1.4759106161833302
3.2,3,0.6618656465140504,13.56,13.72,1.3,15.316071202748102,14.205071856679316,1.1837320046901405,16.967630500111625,15.077764296827727,0.979458534594061,19.597361614692165,14.358606693519706,1.3166459523357843
3.3,1,0.5189402673095762,14.01,13.96,1.3,15.540814815985957,14.831075630874004,1.288514837526584,17.72982292073701,15.022194139875504,1.5002541195412107,20.145300276398327,14.40683795184642,1.0154294672612927
3.3,2,0.5286998495259623,14.01,13.96,1.3,15.407043446993766,14.981257910016145,1.1501841835222582,17.797196771434198,14.948733226478863,1.434873514432924,20.42064203095455,13.988826441694275,1.3157939913857504
3.3,3,0.5595997374117088,14.01,13.96,1.3,15.862828391288264,14.485401469761044,1.2968499097362542,17.85913380681604,14.885714223732945,1.3155043593987386,20.472801460894235,13.898658543083517,1.4535787029182892
3.4,1,0.6720164814220593,14.52,14.2,1.3,16.359736826716638,14.818845814400277,1.5228081591592288,18.920118738907348,14.405972152332879,1.4405114549557108,21.213134649967664,13.49214622067743,1.4261254090022175
3.4,2,0.7229297473500003,14.52,14.2,1.3,16.405,14.79,1.3,18.56,14.88,1.3,20.595,14.43,1.3
3.4,3,0.7229297473500003,14.52,14.2,1.3,16.405,14.79,1.3,18.56,14.88,1.3,20.595,14.43,1.3
3.5,1,0.536610870809031,15.09,14.435,1.3,16.9901734963219,15.000998326020438,1.582041019573147,19.414400669141486,14.646136658819696,0.7290079760979877,21.58813849452278,13.564800772743824,1.2585929989766846
3.5,2,0.5430268493612973,15.09,14.435,1.3,16.799133479692017,15.25301444981283,1.1547573447658501,19.631243498092815,14.332001863506735,1.080613854726056,21.505122886462615,13.675115994290557,1.468499976452646
3.5,3,0.554647940316678,15.09,14.435,1.3,17.077782660251536,14.91616120679389,1.4339714997683717,19.147708899520133,14.959960277250405,1.2347296879583103,21.506779030854215,13.65505377410953,1.6228253584990082
3.6,1,0.5824173738203584,15.72,14.64,1.3,17.623724650526384,15.13972692496669,1.5673857469898695,20.287662908087256,14.20807916998783,0.9810300847465209,21.952334607020614,13.597396123909531,1.2966973243186706
3.6,2,0.6938090617499978,15.72,14.64,1.3,17.84,14.91,1.3,19.96,14.64,1.3,21.8,13.84,1.3
3.6,3,0.6938090617499978,15.72,14.64,1.3,17.84,14.91,1.3,19.96,14.64,1.3,21.8,13.84,1.3
3.7,1,0.6377487737499996,16.405,14.79,1.3,18.56,14.88,1.3,20.595,14.43,1.3,22.4,13.52,1.3
3.7,2,0.6377487737499996,16.405,14.79,1.3,18.56,14.88,1.3,20.595,14.43,1.3,22.4,13.52,1.3
3.7,3,0.6386557640047603,16.405,14.79,1.3,18.365782462474638,15.141474544971505,1.0058743187107855,20.72778911561068,14.256460954004035,1.0867402843967424,22.46508035937573,13.402482733993754,1.3906908397586706
3.8,1,0.613018664350002,17.12,14.88,1.3,19.275,14.79,1.3,21.2,14.16,1.3,23.005,13.25,1.3
3.8,2,0.613018664350002,17.12,14.88,1.3,19.275,14.79,1.3,21.2,14.16,1.3,23.005,13.25,1.3
3.8,3,0.665819935686406,17.12,14.88,1.3,19.299560677780274,14.756964600586864,1.3109837610370816,21.129070219598198,14.229198980162856,1.6516319318240271,23.070196866378296,13.101124535671016,1.6152638940395412
3.9,1,0.6257579381499971,17.84,14.91,1.3,19.96,14.64,1.3,21.8,13.84,1.3,23.64,13.04,1.3
3.9,2,0.6257579381499971,17.84,14.91,1.3,19.96,14.64,1.3,21.8,13.84,1.3,23.64,13.04,1.3
3.9,3,0.7262260575518533,17.84,14.91,1.3,19.87407789877946,14.732660894430015,1.546263445528794,21.818301889678917,13.806513489668363,1.3481423924935878,23.59667290296618,13.115454480658087,1.3278108585969075
4.0,1,0.6721659446123719,18.56,14.88,1.3,20.63763280436089,14.396798657973683,0.942987610806351,22.46807822785679,13.36797549269683,1.650179376178622,24.431175262038952,12.70275919257027,1.0305746994313942
4.0,2,0.8808420218811313,18.56,14.88,1.3,20.659214373981616,14.370710700935454,0.8651360586001732,22.465374582871263,13.3359163070511,1.9237154422135716,24.300713956288973,12.936264829954231,1.1970185729186524
4.0,3,0.9848194597737117,18.56,14.88,1.3,20.465222174651277,14.62322586807607,1.1852727759432045,22.453762506146305,13.477603951535327,0.6504929232025994,24.503380009551492,12.58611056287477,0.6918735481320946
4.1,1,0.6471095537518409,19.275,14.79,1.3,21.2935494093986,14.041506274597504,1.0278400118401652,23.08201277980348,13.132257006082723,1.1167080904063713,25.113522760762503,12.579951315790142,1.2592852881746734
4.1,2,0.7766349895824478,19.275,14.79,1.3,21.08280321655631,14.340974124855077,1.2196186626155328,23.35893354718182,12.599101871815611,1.4509929572382416,24.84336443393607,13.120917414447105,1.08571165872842
4.1,3,1.1148690706968813,19.275,14.79,1.3,21.036478808663794,14.325221590313154,1.9723553739285502,23.1230699335222,13.039178068355264,1.3364120439313785,25.059211749757733,12.610670602395746,1.8806630316661608
4.2,1,0.8510901879377648,19.96,14.64,1.3,21.577684581282593,14.193516150812165,1.192990941840597,23.962256305099665,12.448990885037118,1.1891588257987096,25.90760526321603,12.227861384449989,0.9670550594754365
4.2,2,1.0742872351157002,19.96,14.64,1.3,21.632956731821807,14.103187271092319,1.2613056075452613,23.866991511696916,12.537083888943533,1.9415055349343338,25.75362399877933,12.565209415424507,0.7253711298529806
4.2,3,1.1067912826400228,19.96,14.64,1.3,21.490446565108375,14.277071585003254,1.6737781779299106,23.91212292417003,12.541743053289633,1.223216434096538,25.887623468465012,12.219680343099748,1.473147469685357
4.3,1,0.7787190922182624,20.595,14.43,1.3,22.363233875944275,13.55662058003862,1.5310810098397591,24.61732211287168,12.239166263590628,1.8694280310575613,26.0182300311581,13.168868029997645,1.2659466237756114
4.3,2,0.8635082181196744,20.595,14.43,1.3,22.053831808259044,14.069672547357477,1.3831908701103364,24.874765649510188,11.821192461608769,0.8999681480763257,26.182320185480148,12.86530975453036,0.969491941681327
4.3,3,1.0135783911273084,20.595,14.43,1.3,22.33388406003061,13.639135832075452,1.1882746093838215,24.63563449521271,12.324788399447177,0.6997170336197733,26.494334599619695,12.164628608917111,1.4290013752653006
4.4,1,0.45963505061872056,21.2,14.16,1.3,23.12590711652173,13.035916729340626,1.3190223893881239,25.112934961239386,12.60191251994679,1.0306786464119144,26.724956137885716,12.882275550145437,1.0439808801937376
4.4,2,0.488789069252628,21.2,14.16,1.3,22.99079466433699,13.2769109497776,1.2765270596309268,25.46830456268776,11.820139095915254,1.4764059250063561,26.565427129751445,13.189787868763988,1.2545028460997392
4.4,3,0.8685428370642961,21.2,14.16,1.3,22.987289450030026,13.202242584720972,1.9410923405954836,25.31616809745814,12.208017730470113,0.765464534626288,26.892064240160277,12.501039966190223,1.3442770052365143
4.5,1,0.5916657473676366,21.8,13.84,1.3,23.832915339093866,12.704328233869617,1.0832315383552993,26.06057265343279,11.859677867271435,1.361761307903636,27.234085055097623,12.930659036889171,0.70701349592867
4.5,2,0.68668970698926,21.8,13.84,1.3,23.94469339491838,12.496221914322568,1.0379287506166175,25.598910337475964,12.84627178635841,1.1527752273875465,27.220535861436616,12.93952088044937,1.0042045611616508
4.5,3,0.7750113287664541,21.8,13.84,1.3,23.74103684080601,12.905152985750581,0.6335583144942437,26.01406950561564,11.966531620932761,1.315335973131924,27.292723079222803,12.78316281918469,1.046525326532004
4.6,1,0.4537175116257871,22.4,13.52,1.3,24.673170441093035,12.198780776903112,1.3148794400373396,26.470985406595023,12.223165025661508,1.3605764804960985,27.548634439086502,13.224503747585626,1.5191333620427647
4.6,2,0.846412138738829,22.4,13.52,1.3,24.63028471303393,12.283026222891346,1.3344818330165011,26.601268583245112,11.94977571754122,1.2431291415293315,27.69792545467749,12.98394693141541,0.6037984674689096
4.6,3,0.8755858652161226,22.4,13.52,1.3,24.390824528209368,12.72351738202585,1.5824930531875538,26.394816320979494,12.41924399758414,1.0227658139700457,27.259502340996242,13.751204145982971,1.9865652913312233
4.7,1,0.6976913099374978,23.005,13.25,1.3,25.0,12.8,1.3,26.71,12.89,1.3,27.88,13.48,1.3
4.7,2,0.6976913099374978,23.005,13.25,1.3,25.0,12.8,1.3,26.71,12.89,1.3,27.88,13.48,1.3
4.7,3,0.8462084231107465,23.005,13.25,1.3,25.369350901346838,12.057316470915342,1.2438466000783928,27.220378829428846,11.800953240309664,1.0269756581370362,28.024224831811075,13.207151196416945,0.953299455095757
4.8,1,0.5922631272048902,23.64,13.04,1.3,26.000945067896502,12.029073235409262,0.9550144885756626,27.02160056222896,13.325859946257255,1.285208056341394,28.112334236550474,13.78452123605645,1.3774480263089959
4.8,2,0.6467297169375001,23.64,13.04,1.3,25.63,12.77,1.3,27.16,13.04,1.3,28.15,13.715,1.3
4.8,3,0.6467297169375001,23.64,13.04,1.3,25.63,12.77,1.3,27.16,13.04,1.3,28.15,13.715,1.3
4.9,1,0.5140126400794826,24.32,12.89,1.3,26.481015213119637,12.21330407566635,1.2494145980577296,27.766695721432182,12.823019812555211,0.8386278079201488,28.324228811035788,13.993589450309946,1.2897738391912634
4.9,2,0.6360633666875006,24.32,12.89,1.3,26.2,12.8,1.3,27.55,13.245,1.3,28.36,13.92,1.3
4.9,3,0.6360633666875006,24.32,12.89,1.3,26.2,12.8,1.3,27.55,13.245,1.3,28.36,13.92,1.3
5.0,1,0.4519062025707544,25.0,12.8,1.3,26.84524287292331,12.6059799583944,1.2993861559670412,27.757689197047867,13.754208372140615,1.0135297212352776,28.16079272446555,14.345415187919125,0.9616736535356497
5.0,2,0.6044910820000001,25.0,12.8,1.3,26.71,12.89,1.3,27.88,13.48,1.3,28.36,13.92,1.3
5.0,3,0.6044910820000001,25.0,12.8,1.3,26.71,12.89,1.3,27.88,13.48,1.3,28.36,13.92,1.3
5.1,1,1.1802798929357095,25.63,12.77,1.3,26.969014236603684,12.333141380251572,1.3535489649776113,27.802038766241093,13.594103223009114,1.7151670480158638,28.57509693975301,13.481119546299944,1.2121265041593605
5.1,2,1.2177598325025174,25.63,12.77,1.3,26.871077000066677,12.535182232429634,1.442437955777756,27.72576877375047,13.843986532915238,0.5662003011167246,28.55702061425973,13.498591358966863,1.424992968533499
5.1,3,1.2330910902130379,25.63,12.77,1.3,26.822670659773657,12.670833389363246,1.1227287723734747,27.848830031143333,13.55650128956815,1.1656494680762253,28.049331137623874,14.58816986186314,0.40782694044360707
5.2,1,1.2771998366308912,26.2,12.8,1.3,27.41214094845632,12.4689866501018,1.5799052318248017,27.4733542674475,14.34447381992246,0.3816754182321491,28.70219032842344,13.010036194661811,2.5824849592092756
5.2,2,1.2819057239999978,26.2,12.8,1.3,27.16,13.04,1.3,27.88,13.48,1.3,28.36,13.92,1.3
5.2,3,1.2819057239999978,26.2,12.8,1.3,27.16,13.04,1.3,27.88,13.48,1.3,28.36,13.92,1.3
5.3,1,0.9739864346000002,26.71,12.89,1.3,27.55,13.245,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.3,2,0.9739864346000002,26.71,12.89,1.3,27.55,13.245,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.3,3,1.132965712406776,26.71,12.89,1.3,27.75217875592482,12.850888202277703,0.8909386689064254,28.24297857697932,13.471590574842882,1.7504666475235584,27.691921756897884,15.210953752500565,1.2370753207190863
5.4,1,1.5080042555999982,27.16,13.04,1.3,27.55,13.245,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.4,2,1.5080042555999982,27.16,13.04,1.3,27.55,13.245,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.4,3,1.5139823084862019,27.16,13.04,1.3,27.61186679950592,13.137418556798647,1.0562057137820489,27.44561957510831,15.029041081278667,1.7548832769360856,29.358444543792533,11.690041650466235,1.0819705076490982
5.5,1,1.189222566660939,27.55,13.245,1.3,27.912154558791755,13.421181949717209,1.2158548263282356,27.665821620510414,14.691615962813422,0.9861335930311396,28.67435991866198,13.187376390055674,1.9026789540102649
5.5,2,1.2310424684600003,27.55,13.245,1.3,27.88,13.48,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.5,3,1.2310424684600003,27.55,13.245,1.3,27.88,13.48,1.3,28.15,13.715,1.3,28.36,13.92,1.3
5.6,1,0.7903113599374999,27.88,13.48,1.3,28.15,13.715,1.3,28.36,13.92,1.3,28.36,13.92,1.3
5.6,2,0.7903113599374999,27.88,13.48,1.3,28.15,13.715,1.3,28.36,13.92,1.3,28.36,13.92,1.3
5.6,3,0.7925217628228846,27.88,13.48,1.3,28.163403561587305,13.677172552067592,1.4040569105780525,27.96224059666528,14.750496503616422,0.5309931364932301,29.635490133882563,10.518874776957336,3.2919595913739066
5.7,1,0.8020416298288923,28.15,13.715,1.3,27.92915469993403,14.155747726948622,1.3382260788602942,28.171037444867082,14.19599683908432,2.147631957436972,28.305041493511677,13.959206861002164,1.9264396856201087
5.7,2,0.8054875760030319,28.15,13.715,1.3,27.93297635443366,14.16112388862533,1.1937869130027374,29.07150919112647,12.393493312761132,0.9973348769556275,22.450385437049874,20.366870811339723,8.995374760514087
5.7,3,0.8326683323374645,28.15,13.715,1.3,27.945419888596934,14.134058121833268,1.2229608573672939,28.08639885156574,14.498021610414318,-0.8411711685044415,27.49785894302497,9.690555688352179,12.235476451713902
5.8,1,0.2910363560517983,28.36,13.92,1.3,28.228633296076683,14.185918605647867,1.2845137405108729,25.98511303339049,18.01381528091718,0.1495314913737116,29.02429207506629,12.15991483238406,3.077814291085465
5.8,2,0.2925307499346676,28.36,13.92,1.3,28.27040858334682,14.106316019491599,1.241711274356543,27.715911672269073,14.94594515560772,-2.8623353368437146,28.092901868413346,13.259690914457146,5.891982812666748
5.8,3,0.2931632810876277,28.36,13.92,1.3,28.248882234127393,14.140347132898102,1.3406101161555506,28.294412905195987,10.800451141851063,-9.08418700175004,25.75089124806013,12.708490382287426,13.233739914849702
